6.7380 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.7388 	INFO 	Loaded monitor calibration from ['2025_01_21 12:22']
6.9493 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A81F4D62E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A81F4D6280>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A81F5B5790>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9493 	EXP 	window1: backgroundImage = ''
6.9493 	EXP 	window1: backgroundFit = 'none'
6.9568 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9580 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9593 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9607 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9621 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9630 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9642 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9655 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9663 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9673 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9685 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9708 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9719 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9730 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9754 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9763 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9772 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9786 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9795 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9799 	DEBUG 	Uploading Texture Font fontname to graphics card
6.9820 	DEBUG 	Upload of Texture Font fontname complete
6.9899 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
